output\frame781.jpg,"tensor([[-10.3440, -20.0494, -12.9390, -15.1196, -17.4025, -15.8554, -14.2787,
         -24.6253]])",tensor([-0.1508]),tensor([0.0728]),neutral
output\frame84.jpg,"tensor([[ -7.1020, -15.1268, -16.1573, -17.8232, -13.4680,  -9.3726,  -9.6254,
         -15.2073]])",tensor([-0.2298]),tensor([0.2728]),neutral
output\frame889.jpg,"tensor([[-19.4543, -26.8201, -15.7075, -21.0941, -13.1551, -19.5267, -17.0699,
         -29.0156]])",tensor([-0.2084]),tensor([0.2669]),fear
output\frame733.jpg,"tensor([[-14.8824, -16.8357, -16.4953, -19.1037, -10.3712, -11.7220, -10.2756,
         -21.6779]])",tensor([-0.1174]),tensor([0.3851]),anger
output\frame92.jpg,"tensor([[ -5.7144, -18.5047, -15.1633, -15.4432,  -9.9530, -10.6901, -10.3869,
         -14.2933]])",tensor([-0.2614]),tensor([0.2648]),neutral
output\frame250.jpg,"tensor([[ -8.7846, -18.0752, -10.3675, -10.3306, -11.7358, -14.8570, -12.7608,
         -17.5944]])",tensor([-0.1540]),tensor([0.2188]),neutral
output\frame113.jpg,"tensor([[-10.6405, -23.1618, -10.3370, -13.2556, -15.3634, -15.8914, -12.9862,
         -23.3118]])",tensor([-0.2545]),tensor([0.0811]),sad
output\frame255.jpg,"tensor([[ -8.7635, -16.4438, -16.2573, -16.5173, -11.3097, -10.7198,  -9.6568,
         -17.9523]])",tensor([-0.1641]),tensor([0.3134]),neutral
output\frame834.jpg,"tensor([[-10.9452,  -9.5533, -14.9599, -18.8515, -18.1973,  -3.3105, -11.3047,
         -16.2353]])",tensor([-0.4250]),tensor([0.2926]),disgust
output\frame275.jpg,"tensor([[-10.3595, -15.5622, -15.9780, -13.4650,  -8.3092,  -8.5309,  -7.9037,
         -14.5660]])",tensor([-0.2076]),tensor([0.4463]),anger
output\frame529.jpg,"tensor([[-16.6547, -19.8121, -16.5403, -20.7525, -12.9113, -15.4363, -15.5921,
         -24.3638]])",tensor([-0.0548]),tensor([0.2789]),fear
output\frame185.jpg,"tensor([[-11.6649, -19.5204, -11.6864, -13.0601, -16.6712, -14.6901, -12.3243,
         -22.8332]])",tensor([-0.1581]),tensor([0.1447]),neutral
output\frame869.jpg,"tensor([[ -9.6099, -20.5160, -15.4505, -11.0105, -16.5522, -17.2208, -15.8884,
         -23.7692]])",tensor([-0.0016]),tensor([0.2121]),neutral
